Category,Course Code,Course Name,Credits,URL
Major Requirements,orCHEM2214,Quantitative Chemical Analysis,4,https://catalog.gatech.edu/search/?P=CHEM%202214
Major Requirements,CHEM2311,Organic Chemistry I,3,https://catalog.gatech.edu/search/?P=CHEM%202311
Major Requirements,CHEM2312,Organic Chemistry II,3,https://catalog.gatech.edu/search/?P=CHEM%202312
Major Requirements,orCHEM2313,Organic and Bioorganic Chemistry,3,https://catalog.gatech.edu/search/?P=CHEM%202313
Major Requirements,CHEM2601,Professional Skills for Chemists and Biochemists,1,https://catalog.gatech.edu/search/?P=CHEM%202601
Major Requirements,CHEM3111,Inorganic Chemistry,3,https://catalog.gatech.edu/search/?P=CHEM%203111
Major Requirements,CHEM3216&3216L,Analytical Chemistry Lectureand Analytical Chemistry Laboratory,5,https://catalog.gatech.edu/search/?P=CHEM%203216
Major Requirements,orCHEM3211,Analytical Chemistry,5,https://catalog.gatech.edu/search/?P=CHEM%203211
Major Requirements,CHEM3380,Synthesis Laboratory II,3,https://catalog.gatech.edu/search/?P=CHEM%203380
Major Requirements,CHEM3411,Physical Chemistry I,3,https://catalog.gatech.edu/search/?P=CHEM%203411
Major Requirements,CHEM3412,Physical Chemistry II,3,https://catalog.gatech.edu/search/?P=CHEM%203412
Major Requirements,CHEM3481,Physical Chemistry Laboratory I,2,https://catalog.gatech.edu/search/?P=CHEM%203481
Biochemistry Option,CHEM4511,Biochemistry I,3,https://catalog.gatech.edu/search/?P=CHEM%204511
Biochemistry Option,orCHEM3521,Biochemistry I,3,https://catalog.gatech.edu/search/?P=CHEM%203521
Biochemistry Option,CHEM4512,Biochemistry II,3,https://catalog.gatech.edu/search/?P=CHEM%204512
Biochemistry Option,orCHEM3522,Biochemistry II,3,https://catalog.gatech.edu/search/?P=CHEM%203522
Biochemistry Option,CHEM4581,Biochemistry Laboratory I,3,https://catalog.gatech.edu/search/?P=CHEM%204581
Biochemistry Option,CHEM4601,Chemistry Seminar,2,https://catalog.gatech.edu/search/?P=CHEM%204601
Biochemistry Option,Biochemistry Lab Elective,3
Biochemistry Option,Select one of the following:,3
Biochemistry Option,CHEM4521,Biophysical Chemistry,3,https://catalog.gatech.edu/search/?P=CHEM%204521
Biochemistry Option,CHEM4582,Biochemistry Laboratory II,3,https://catalog.gatech.edu/search/?P=CHEM%204582
Biochemistry Option,CHEM4765,Drug Design, Development, and Delivery,3,https://catalog.gatech.edu/search/?P=CHEM%204765
Biochemistry Option,BIOS3380,Microbiology,3,https://catalog.gatech.edu/search/?P=BIOS%203380
Biochemistry Option,BIOS3450,Cell and Molecular Biology,3,https://catalog.gatech.edu/search/?P=BIOS%203450
Biochemistry Option,BIOS4340,Medical Microbiology,3,https://catalog.gatech.edu/search/?P=BIOS%204340
Biochemistry Option,BIOS4418,Microbial Physiology,3,https://catalog.gatech.edu/search/?P=BIOS%204418
Biochemistry Option,BIOS4401,Experimental Design and Statistical Methods in Biological Sciences,3,https://catalog.gatech.edu/search/?P=BIOS%204401
Biochemistry Option,BIOS4464,Developmental Biology,3,https://catalog.gatech.edu/search/?P=BIOS%204464
Biochemistry Option,BIOS4570,Immunology,3,https://catalog.gatech.edu/search/?P=BIOS%204570
Biochemistry Option,BIOS4668,Eukaryotic Molecular Genetics,3,https://catalog.gatech.edu/search/?P=BIOS%204668
Free Electives,Free Electives,12
Free Electives,Total Credit Hours,122
