Category,Course Code,Course Name,Credits,URL
Core F - Courses Related to Major,CHEM1310,Principles of General Chemistry for Engineers,4,https://catalog.gatech.edu/search/?P=CHEM%201310
Core F - Courses Related to Major,orCHEM1211K,Chemical Principles I,4,https://catalog.gatech.edu/search/?P=CHEM%201211K
Core F - Courses Related to Major,Science Elective,3
Core F - Courses Related to Major,Ethics Requirement,,https://catalog.gatech.edu/academics/undergraduate/core-curriculum/ethics/#
Core F - Courses Related to Major,Probability/Statistics,3
Major Requirements,ECE1100,ECE Discovery Studio,1,https://catalog.gatech.edu/search/?P=ECE%201100
Major Requirements,ECE2020,Digital System Design,3,https://catalog.gatech.edu/search/?P=ECE%202020
Major Requirements,ECE2026,Introduction to Signal Processing,3,https://catalog.gatech.edu/search/?P=ECE%202026
Major Requirements,ECE2031,Digital Design Laboratory,2,https://catalog.gatech.edu/search/?P=ECE%202031
Major Requirements,ECE2035,Programming for Hardware/Software Systems,4,https://catalog.gatech.edu/search/?P=ECE%202035
Major Requirements,orECE2036,Engineering Software Design,4,https://catalog.gatech.edu/search/?P=ECE%202036
Major Requirements,ECE2040,Circuit Analysis,3,https://catalog.gatech.edu/search/?P=ECE%202040
Major Requirements,ECE3005,Professional and Technical Communications for ECE,1,https://catalog.gatech.edu/search/?P=ECE%203005
Major Requirements,ECE3025,Electromagnetics,3,https://catalog.gatech.edu/search/?P=ECE%203025
Major Requirements,ECE3040,Microelectronic Circuits,4,https://catalog.gatech.edu/search/?P=ECE%203040
Major Requirements,ECE3043,Measurements, Circuits, and Microelectronics Laboratory,2,https://catalog.gatech.edu/search/?P=ECE%203043
Robotics & Autonomous Systems 2,8,10,ECE4550,Control System Design,4,https://catalog.gatech.edu/search/?P=ECE%204550
Robotics & Autonomous Systems 2,8,10,ECE3550,Feedback Control Systems,3,https://catalog.gatech.edu/search/?P=ECE%203550
Robotics & Autonomous Systems 2,8,10,Select one of the following:,3
Robotics & Autonomous Systems 2,8,10,ECE3084,Signals and Systems,3,https://catalog.gatech.edu/search/?P=ECE%203084
Robotics & Autonomous Systems 2,8,10,ECE3251,Optimization for Information Systems,3,https://catalog.gatech.edu/search/?P=ECE%203251
Robotics & Autonomous Systems 2,8,10,ECE4560,Introduction to Automation and Robotics,3,https://catalog.gatech.edu/search/?P=ECE%204560
Robotics & Autonomous Systems 2,8,10,ECE4570,System Theory for Communication and Control,3,https://catalog.gatech.edu/search/?P=ECE%204570
Robotics & Autonomous Systems 2,8,10,ECE4580,Computational Computer Vision,3,https://catalog.gatech.edu/search/?P=ECE%204580
Robotics & Autonomous Systems 2,8,10,Robotics & Autonomous Systems Electives,
Robotics & Autonomous Systems 2,8,10,ECE 3000/4000-level Elective,3
Signal & Information Processing 10,Select one of the following:,3
Signal & Information Processing 10,ECE3251,Optimization for Information Systems,3,https://catalog.gatech.edu/search/?P=ECE%203251
Signal & Information Processing 10,ECE4270,Fundamentals of Digital Signal Processing,3,https://catalog.gatech.edu/search/?P=ECE%204270
Signal & Information Processing 10,Select two of the following:,6
Signal & Information Processing 10,ECE3084,Signals and Systems,3,https://catalog.gatech.edu/search/?P=ECE%203084
Signal & Information Processing 10,ECE3251,Optimization for Information Systems,3,https://catalog.gatech.edu/search/?P=ECE%203251
Signal & Information Processing 10,ECE4122,Advanced Programming Techniques for Engineering Applications,3,https://catalog.gatech.edu/search/?P=ECE%204122
Signal & Information Processing 10,ECE4180,Embedded Systems Design,3,https://catalog.gatech.edu/search/?P=ECE%204180
Signal & Information Processing 10,ECE4260,Random Signals and Applications,3,https://catalog.gatech.edu/search/?P=ECE%204260
Signal & Information Processing 10,ECE4270,Fundamentals of Digital Signal Processing,3,https://catalog.gatech.edu/search/?P=ECE%204270
Signal & Information Processing 10,ECE4271,Applications of Digital Signal Processing,3,https://catalog.gatech.edu/search/?P=ECE%204271
Signal & Information Processing 10,ECE4273,Design Synthesis of Application-specific Signal Processors,3,https://catalog.gatech.edu/search/?P=ECE%204273
Signal & Information Processing 10,ECE4783,Introduction to Medical Image Processing,3,https://catalog.gatech.edu/search/?P=ECE%204783
Signal & Information Processing 10,Signal & Information Processing Electives,
Signal & Information Processing 10,ECE 3000/4000-level Elective,3
Culminating Senior Design Options (Capstone),Culminating Senior Design,3
Free Electives 5,910,Total Credit Hours,129
