Category,Course Code,Course Name,Credits,URL
Core F - Courses Related to Major,MATH2552,Differential Equations,4,https://catalog.gatech.edu/search/?P=MATH%202552
Core F - Courses Related to Major,orMATH2562,Honors Differential Equations,4,https://catalog.gatech.edu/search/?P=MATH%202562
Core F - Courses Related to Major,MATH2106,Foundations of Mathematical Proof,3,https://catalog.gatech.edu/search/?P=MATH%202106
Bridging Courses,MATH3012,Applied Combinatorics,3,https://catalog.gatech.edu/search/?P=MATH%203012
Bridging Courses,MATH3235,Probability Theory,3,https://catalog.gatech.edu/search/?P=MATH%203235
Bridging Courses,MATH3406,A Second Course in Linear Algebra,3,https://catalog.gatech.edu/search/?P=MATH%203406
Upper Level Foundation Courses,MATH4107,Introduction to Abstract Algebra I,3,https://catalog.gatech.edu/search/?P=MATH%204107
Upper Level Foundation Courses,MATH4317,Analysis I,3,https://catalog.gatech.edu/search/?P=MATH%204317
Upper Level Foundation Courses,MATH4320,Complex Analysis,3,https://catalog.gatech.edu/search/?P=MATH%204320
Applied Mathematics Concentration,MATH4640,Numerical Analysis I,3,https://catalog.gatech.edu/search/?P=MATH%204640
Applied Mathematics Concentration,MATH4347,Partial Differential Equations I,3,https://catalog.gatech.edu/search/?P=MATH%204347
Applied Mathematics Concentration,MATH4541,Dynamics and Bifurcations I,3,https://catalog.gatech.edu/search/?P=MATH%204541
Applied Mathematics Concentration,Select nine credits:,9
Applied Mathematics Concentration,MATH4348,Partial Differential Equations II,,https://catalog.gatech.edu/search/?P=MATH%204348
Applied Mathematics Concentration,MATH4542,Dynamics and Bifurcations II,,https://catalog.gatech.edu/search/?P=MATH%204542
Applied Mathematics Concentration,MATH4580,Linear Programming,,https://catalog.gatech.edu/search/?P=MATH%204580
Applied Mathematics Concentration,MATH4581,Classical Mathematical Methods in Engineering,,https://catalog.gatech.edu/search/?P=MATH%204581
Applied Mathematics Concentration,MATH4641,Numerical Analysis II,,https://catalog.gatech.edu/search/?P=MATH%204641
Applied Mathematics Concentration,MATH4699,Undergraduate Research,,https://catalog.gatech.edu/search/?P=MATH%204699
Applied Mathematics Concentration,MATH4755,Mathematical Biology,,https://catalog.gatech.edu/search/?P=MATH%204755
Applied Mathematics Concentration,MATH4777,Vector and Parallel Scientific Computation,,https://catalog.gatech.edu/search/?P=MATH%204777
Applied Mathematics Concentration,MATH4782,Quantum Information and Quantum Computing,,https://catalog.gatech.edu/search/?P=MATH%204782
Applied Mathematics Concentration,CX4140,Computational Modeling Algorithms,,https://catalog.gatech.edu/search/?P=CX%204140
Applied Mathematics Concentration,CX4240,Introduction to Computing for Data Analysis,,https://catalog.gatech.edu/search/?P=CX%204240
Applied Mathematics Concentration,Mathematics Elective,3
Engineering or Science Electives 7,BIOS, CHEM, EAS, PHYS, PSYC, ECON, CS, AE, BMED, CEE, CHBE, ECE, ISYE, MSE, ME 3000-level or higher courses,9
Free Electives,Free Electives,11
Free Electives,Total Credit Hours,122
