Category,Course Code,Course Name,Credits,URL
Core F - Courses Related to Major,CHEM1310,Principles of General Chemistry for Engineers,4,https://catalog.gatech.edu/search/?P=CHEM%201310
Core F - Courses Related to Major,orCHEM1211K,Chemical Principles I,4,https://catalog.gatech.edu/search/?P=CHEM%201211K
Core F - Courses Related to Major,Science Elective,3
Core F - Courses Related to Major,Ethics Requirement,,https://catalog.gatech.edu/academics/undergraduate/core-curriculum/ethics/#
Core F - Courses Related to Major,Probability/Statistics,3
Major Requirements,ECE1100,ECE Discovery Studio,1,https://catalog.gatech.edu/search/?P=ECE%201100
Major Requirements,ECE2020,Digital System Design,3,https://catalog.gatech.edu/search/?P=ECE%202020
Major Requirements,ECE2026,Introduction to Signal Processing,3,https://catalog.gatech.edu/search/?P=ECE%202026
Major Requirements,ECE2031,Digital Design Laboratory,2,https://catalog.gatech.edu/search/?P=ECE%202031
Major Requirements,ECE2035,Programming for Hardware/Software Systems,4,https://catalog.gatech.edu/search/?P=ECE%202035
Major Requirements,orECE2036,Engineering Software Design,4,https://catalog.gatech.edu/search/?P=ECE%202036
Major Requirements,ECE2040,Circuit Analysis,3,https://catalog.gatech.edu/search/?P=ECE%202040
Major Requirements,ECE3005,Professional and Technical Communications for ECE,1,https://catalog.gatech.edu/search/?P=ECE%203005
Major Requirements,ECE3025,Electromagnetics,3,https://catalog.gatech.edu/search/?P=ECE%203025
Major Requirements,ECE3040,Microelectronic Circuits,4,https://catalog.gatech.edu/search/?P=ECE%203040
Major Requirements,ECE3043,Measurements, Circuits, and Microelectronics Laboratory,2,https://catalog.gatech.edu/search/?P=ECE%203043
Circuit Technology 10,ECE3400,Analog Electronics,3,https://catalog.gatech.edu/search/?P=ECE%203400
Circuit Technology 10,ECE4452,IC Fabrication,3,https://catalog.gatech.edu/search/?P=ECE%204452
Circuit Technology 10,Select one of the following:,3
Circuit Technology 10,ECE4043,Senior Analog Electronics Laboratory,3,https://catalog.gatech.edu/search/?P=ECE%204043
Circuit Technology 10,ECE4415,RF Engineering I,3,https://catalog.gatech.edu/search/?P=ECE%204415
Circuit Technology 10,ECE4420,Digital Integrated Circuits,3,https://catalog.gatech.edu/search/?P=ECE%204420
Circuit Technology 10,ECE4430,Analog Integrated Circuits,3,https://catalog.gatech.edu/search/?P=ECE%204430
Circuit Technology 10,ECE4435,Operational Amplifier Design,3,https://catalog.gatech.edu/search/?P=ECE%204435
Circuit Technology 10,ECE4502,Optical Fiber Communications,3,https://catalog.gatech.edu/search/?P=ECE%204502
Circuit Technology 10,ECE4370,Antenna Engineering,3,https://catalog.gatech.edu/search/?P=ECE%204370
Circuit Technology 10,ECE4391,Electromagnetic Compatibility,3,https://catalog.gatech.edu/search/?P=ECE%204391
Circuit Technology 10,Circuit Technology Electives,
Circuit Technology 10,ECE 3000/4000-level Elective,3
Electric Energy Systems 10,ECE3072,Electrical Energy Systems,3,https://catalog.gatech.edu/search/?P=ECE%203072
Electric Energy Systems 10,ECE3300,Electromechanical and Electromagnetic Energy Conversion,3,https://catalog.gatech.edu/search/?P=ECE%203300
Electric Energy Systems 10,Select one of the following:,3
Electric Energy Systems 10,ECE4320,Power System Analysis and Control,3,https://catalog.gatech.edu/search/?P=ECE%204320
Electric Energy Systems 10,ECE4321,Power System Engineering,3,https://catalog.gatech.edu/search/?P=ECE%204321
Electric Energy Systems 10,ECE4325,Electric Power Quality,3,https://catalog.gatech.edu/search/?P=ECE%204325
Electric Energy Systems 10,ECE4330,Power Electronics,3,https://catalog.gatech.edu/search/?P=ECE%204330
Electric Energy Systems 10,ECE4335,Electric Machinery Analysis,3,https://catalog.gatech.edu/search/?P=ECE%204335
Electric Energy Systems 10,Electric Energy Systems Electives,
Electric Energy Systems 10,ECE 3000/4000-level Elective,3
Culminating Senior Design Options (Capstone),Culminating Senior Design,3
Free Electives 5,911,Total Credit Hours,129
